,movie_id,movie_name,year,genre,,director,cast
1795,tt0268129,Ajanabee,1974,"Drama, Romance",,Shakti Samanta,"Rajesh Khanna, Zeenat Aman, Prem Chopra, Govardhan Asrani"
1796,tt0443708,Page 3,2005,Drama,,"Madhur Bhandarkar, Jay Dev Banerjee","Konkona Sen Sharma, Atul Kulkarni, Sandhya Mridul, Tara Sharma"
1797,tt0089194,Geraftaar,1985,"Action, Drama",,Prayag Raj,"Kamal Haasan, Poonam Dhillon, Amitabh Bachchan, Madhavi"
1798,tt0406977,Masti,2004,"Comedy, Crime, Mystery",,Indra Kumar,"Ajay Devgn, Vivek Oberoi, Aftab Shivdasani, Riteish Deshmukh"
1799,tt7853242,Love Per Square Foot,2018,"Comedy, Romance",,Anand Tiwari,"Vicky Kaushal, Angira Dhar, Alankrita Sahai, Raghubir Yadav"
1800,tt0306434,Aankhen,2002,"Crime, Drama, Thriller",,Vipul Amrutlal Shah,"Amitabh Bachchan, Akshay Kumar, Sushmita Sen, Arjun Rampal"
1801,tt0118931,Daud: Fun on the Run,1997,"Action, Adventure, Comedy",,Ram Gopal Varma,"Sanjay Dutt, Urmila Matondkar, Paresh Rawal, Neeraj Vora"
1802,tt15654502,The Ladykiller,, ,,Ajay Bahl,"Bhumi Pednekar, Arjun Kapoor, Backagaindancer, Mrityunjay Pandey"
1803,tt9176260,Bypass Road,2019,"Drama, Mystery, Thriller",,Naman Nitin Mukesh,"Neil Nitin Mukesh, Adah Sharma, Gul Panag, Taher Shabbir"
1804,tt11229134,Durgamati: The Myth,2020,"Horror, Thriller",,Ashok G.,"Bhumi Pednekar, Mahie Gill, Arshad Warsi, Jisshu Sengupta"
1805,tt0069671,Abhimaan,1973,"Drama, Musical",,Hrishikesh Mukherjee,"Amitabh Bachchan, Jaya Bachchan, Govardhan Asrani, Bindu Desai"
1806,tt14160620,Penthouse,2023,"Crime, Mystery, Thriller",,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Manjari Fadnnis, Mouni Roy, Bobby Deol, Arjun Rampal"
1807,tt13782010,Dus,1997,Action,,Mukul Anand,"Rahul Dev, Sanjay Dutt, Salman Khan, Vinod Khanna"
1808,tt0369018,Thokar,1974,"Action, Drama, Family",,Dilip Bose,"Baldev Khosa, Alka, Poonam Vaidya, Mehmood Jr."
1809,tt0290326,Tum Bin...: Love Will Find a Way,2001,"Drama, Romance",,Anubhav Sinha,"Priyanshu Chatterjee, Himanshu Malik, Sandali Sinha, Raqesh Bapat"
1810,tt13801462,Gandhi Godse Ek Yudh,2023,"Drama, History",,Rajkumar Santoshi,"Deepak Antani, Chinmay Mandlekar, Tanisha Santoshi, Anuj Saini"
1811,tt3771536,Shivaay,2016,"Action, Adventure, Crime",,Ajay Devgn,"Ajay Devgn, Abigail Eames, Erika Kaar, Sayyeshaa Saigal"
1812,tt0101283,Ajooba,1991,"Action, Adventure, Comedy",,"Shashi Kapoor, Gennadiy Vasilev","Amitabh Bachchan, Dimple Kapadia, Rishi Kapoor, Sonam"
1813,tt0113913,Naajayaz,1995,"Action, Drama",,Mahesh Bhatt,"Naseeruddin Shah, Ajay Devgn, Juhi Chawla, Deepak Tijori"
1814,tt0155928,Oru Kaidhiyin Diary,1985,"Crime, Drama, Thriller",,Bharathiraja,"Kamal Haasan, Revathi, Radha, Janakaraj"
1815,tt14253784,Junglemahal: The Awakening,2023,Horror,,Arunava Chowdhury,"Masoomeh Ab, Aditya Baliyan, Farhad Khairy, Suraiya Parvin"
1816,tt27688444,Apno Se Bewafai,2023,Drama,,Prakash Bhalekar,"Sonam Arora, Soni Bhoir, Mahima Chaudhry, Irrfan Khan"
1817,tt0083820,Desh Premee,1982,"Action, Comedy, Drama",,Manmohan Desai,"Amitabh Bachchan, Hema Malini, Navin Nischol, Parveen Babi"
1818,tt0116391,Gang,2000,"Action, Crime, Drama",,Mazhar Khan,"Jackie Shroff, Nana Patekar, Kumar Gaurav, Jaaved Jaaferi"
1819,tt15302628,Tapa Tap,2021,Romance,,Mazhar Khan,"Jackie Shroff, Nana Patekar, Kumar Gaurav, Jaaved Jaaferi"
1820,tt0128985,Chalti Ka Naam Gaadi,1958,"Comedy, Musical, Romance",,Satyen Bose,"Ashok Kumar, Madhubala, Anoop Kumar, Kishore Kumar"
1821,tt1706317,Tezz,2012,"Action, Crime, Drama",,Priyadarshan,"Anil Kapoor, Ajay Devgn, Mohanlal, Kangana Ranaut"
1822,tt2884574,Pyasa Darinda,1990,Horror,,Priyadarshan,"Anil Kapoor, Ajay Devgn, Mohanlal, Kangana Ranaut"
1823,tt5805252,Budhia Singh: Born to Run,2016,"Biography, Drama, Sport",,Soumendra Padhi,"Manoj Bajpayee, Mayur Mahendra Patole, Gajraj Rao, Tillotama Shome"
1824,tt0156691,Kaash,1987,Drama,,Mahesh Bhatt,"Jackie Shroff, Dimple Kapadia, Master Makrand, Anupam Kher"
1825,tt0379818,I - Proud to Be an Indian,2004,"Action, Crime, Drama",,Puneet Sira,"Sohail Khan, Tim Lawrence, Mona Ambegaonkar, Scott Hinds"
1826,tt0112738,Criminal,1994,"Action, Romance, Thriller",,Mahesh Bhatt,"Nagarjuna Akkineni, Manisha Koirala, Ramya Krishnan, Laxmikant Berde"
1827,tt1992138,Force,2011,"Action, Crime, Drama",,Nishikant Kamat,"John Abraham, Genelia Deshmukh, Vidyut Jammwal, Raj Babbar"
1828,tt0119427,Judaai,1997,"Comedy, Drama, Romance",,Raj Kanwar,"Anil Kapoor, Sridevi, Urmila Matondkar, Paresh Rawal"
1829,tt6009232,Tom Dick and Harry Returns,2021,Comedy,,Deepak Tijori,"Jimmy Shergill, Pooja Chopra, Sanjay Dutt, Nazia Hussain"
1830,tt0316369,Padikkathavan,1985,Drama,,Rajasekar,"Rajinikanth, Ambika, Vijay Babu, Shivaji Ganesan"
1831,tt0348078,Souten,1983,"Drama, Musical, Romance",,Saawan Kumar Tak,"Rajesh Khanna, Tina Ambani, Padmini Kolhapure, Prem Chopra"
1832,tt0066888,Caravan,1971,"Action, Comedy, Musical",,Nasir Hussain,"Asha Parekh, Jeetendra, Aruna Irani, Mehmood Jr."
1833,tt0457875,Ek Ajnabee,2005,"Action, Crime, Drama",,Apoorva Lakhia,"Amitabh Bachchan, Arjun Rampal, Perizaad Zorabian, Rucha Vaidya"
1834,tt25434258,Apurva,,"Drama, Thriller",,Nikhil Nagesh Bhat,"Tara Sutaria, Abhishek Banerjee, Rajpal Naurang Yadav, Dhairya Karwa"
1835,tt6180274,Poorna,2017,"Action, Adventure, Biography",,"Rahul Bose, Prashant Pandey","Aditi Inamdar, Rahul Bose, Heeba Shah, Arif Zakaria"
1836,tt15378284,Am I Next,2023,Crime,,Rahhat Shah Kazmi,"Anushka Sen, Neelu Dogra, Tariq Khan, Ahmer Haider"
1837,tt1869296,Bhuddah Hoga Tera Baap,2011,"Action, Comedy, Crime",,Puri Jagannadh,"Amitabh Bachchan, Hema Malini, Sonu Sood, Sonal Chauhan"
1838,tt1047519,Red Swastik,2007,"Crime, Drama, Thriller",,Vinod Pande,"Sherlyn Chopra, Harsh Chhaya, Deepshikha Nagpal, Deepraj Rana"
1839,tt7549484,Firangi,2017,"Comedy, Drama",,"Rajiv Dhingra, Rizwan Mohammad","Kapil Sharma, Ishita Dutta, Monica Gill, Edward Sonnenblick"
1840,tt0094979,The Deceivers,1988,"Adventure, Crime, Drama",,Nicholas Meyer,"Pierce Brosnan, Saeed Jaffrey, Shashi Kapoor, Helena Michell"
1841,tt7274806,Kaashi in Search of Ganga,2018,Thriller,,Dhiraj Kumar,"Prince Adhikari, Aishwarya Devan, Sukriti Gupta, Kranti Prakash Jha"
1842,tt0845529,Risk,2007,"Action, Crime, Drama",,Vishram Sawant,"Vinod Khanna, Randeep Hooda, Tanushree Dutta, Madhuri Bhagwat"
1843,tt0055783,Bees Saal Baad,1962,"Thriller, Musical, Mystery",,Biren Nag,"Biswajeet Chatterjee, Waheeda Rehman, Manmohan Krishna, Madan Puri"
1844,tt0266875,Raat,1992,Horror,,Ram Gopal Varma,"Revathi, Rohini Hattangadi, Om Puri, Akash Khurana"
1845,tt2369154,R... Rajkumar,2013,"Action, Comedy, Crime",,Prabhu Deva,"Shahid Kapoor, Sonakshi Sinha, Sonu Sood, Ashish Vidyarthi"
1846,tt26733635,Sulaikha Manzil,2023,"Comedy, Drama, Family",,Ashraf Hamza,"Noushad Ali, Lukman Avaran, Shebin Benson, Jolly Chirayath"
1847,tt0215517,Angoor,1982,Comedy,,Gulzar,"Sanjeev Kumar, Moushumi Chatterjee, Deven Verma, Aruna Irani"
1848,tt10741542,Sherni,2021,"Action, Adventure, Drama",,Amit Masurkar,"Vidya Balan, Vijay Raaz, Neeraj Kabi, Mukesh Khanna"
1849,tt5638500,1920 London,2016,"Horror, Mystery",,Tinu Suresh Desai,"Sharman Joshi, Meera Chopra, Vishal Karwal, Surendra Pal"
1850,tt2344678,Himmatwala,2013,"Action, Comedy, Drama",,Sajid Khan,"Ajay Devgn, Tamannaah Bhatia, Mahesh Manjrekar, Paresh Rawal"
1851,tt0256692,Chori Chori Chupke Chupke,2001,"Comedy, Drama, Musical",,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Salman Khan, Rani Mukerji, Preity G Zinta, Amrish Puri"
1852,tt0196635,International Khiladi,1999,"Action, Crime, Drama",,Umesh Mehra,"Akshay Kumar, Twinkle Khanna, Rajat Bedi, Vivek Shauq"
1853,tt3672698,Play Girls,1995,Thriller,,Umesh Mehra,"Akshay Kumar, Twinkle Khanna, Rajat Bedi, Vivek Shauq"
1854,tt22023260,100%,,Comedy,,Sajid Khan,"Shehnaaz Gill, Nora Fatehi, Riteish Deshmukh, Sahil Chaudhary"
1855,tt0477857,Sehar,2005,"Action, Crime, Drama",,Kabeer Kaushik,"Arshad Warsi, Pankaj Kapur, Mahima Chaudhry, Sushant Singh"
1856,tt15210862,Bade Achhe Lagte Hai,2017,Crime,,Sunil Subramani,"Rohan Shah, Azhar Sheikh, Suman Singh, Boishali Sinha"
1857,tt0053980,Kala Bazar,1960,"Crime, Drama, Musical",,Vijay Anand,"Dev Anand, Waheeda Rehman, Nanda Karnataki, Vijay Anand"
1858,tt6468814,Touch Chesi Chudu,2018,"Action, Comedy, Crime",,Vikram Sirikonda,"Ravi Teja, Raashi Khanna, Seerat Kapoor, Murli Sharma"
1859,tt0175423,Aap Ki Kasam,1974,"Romance, Drama",,J. Om Prakash,"Rajesh Khanna, Mumtaz Askari, Sanjeev Kumar, Rehman Khan"
1860,tt3483646,Bewakoofiyaan,2014,"Comedy, Drama, Romance",,Nupur Asthana,"Ayushmann Khurrana, Sonam Kapoor, Rishi Kapoor, Swedha Singh"
1861,tt0142431,Khamoshi,1970,"Drama, Romance",,Asit Sen,"Rajesh Khanna, Waheeda Rehman, Nasir Hussain, Snehlata"
1862,tt0102835,Sanam Bewafa,1991,"Drama, Romance",,Saawan Kumar Tak,"Salman Khan, Chandni, Kanchan, Pran Sikand"
1863,tt21386020,Rocket Gang,2022,"Comedy, Drama, Fantasy",,Bosco Martis,"Aditya Seal, Nikita Dutta, Jason Tham, Mokshada Jaikhani"
1864,tt16169406,Andaman,2021,Drama,,Smita Singh,"Vishal Agiran, Arav Aryavanshi, Arav Aryavanshi, Dinesh Awasthi"
1865,tt0284456,Samadhi,1972,"Action, Drama, Romance",,Prakash Mehra,"Asha Parekh, Dharmendra, Jaya Bachchan, Tun Tun"
1866,tt0189633,Kareeb,1998,"Drama, Romance",,Vidhu Vinod Chopra,"Bobby Deol, Shabana Raza, Abhay Chopra, Moushumi Chatterjee"
1867,tt7172308,Kuldip Patwal: I Didn't Do It!,2017,"Crime, Drama, Mystery",,Remy Kohli,"Deepak Dobriyal, Gulshan Devaiah, Raima Sen, Parvin Dabas"
1868,tt0396563,Dil Ne Jise Apna Kaha,2004,"Drama, Romance",,Atul Agnihotri,"Salman Khan, Preity G Zinta, Bhoomika Chawla, Rati Agnihotri"
1869,tt21391884,Pokhar Ke Dunu Paar,2022,Drama,,Parth Saurabh,"Abhinav Jha, Tanaya Khan Jha, Dheeraj Kumar, Sheelnidhi"
1870,tt23128938,Wonder Women,2022,Drama,,Anjali Menon,"Nadia Moidu, Nithya Menen, Parvathy Thiruvothu, Padmapriya"
1871,tt1446071,"Gallit Gondhal, Dillit Mujra",2009,Comedy,,Nagesh Bhonsle,"Makarand Anaspure, Suzanne Bernert, Nagesh Bhonsle, Ramchandra Dhumal"
1872,tt0079221,Gol Maal,1979,"Comedy, Romance",,Hrishikesh Mukherjee,"Amol Palekar, Bindiya Goswami, Deven Verma, Shobha Khote"
1873,tt0074730,Kabhie Kabhie,1976,"Drama, Romance",,Yash Chopra,"Amitabh Bachchan, Shashi Kapoor, Rakhee Gulzar, Waheeda Rehman"
1874,tt15180374,Mystery of the Tattoo,2023,Thriller,,Kalaiarasi Sathappan,"Rohit Raaj, Arjun Rampal, Daisy Shah, Manoj Joshi"
1875,tt22436062,Dhoomam,2023,"Action, Adventure, Drama",,Pawan Kumar,"Fahadh Faasil, Roshan Mathew, Aparna Balamurali, Achyuth Kumar"
1876,tt0091328,Karma,1986,"Action, Adventure, Drama",,Subhash Ghai,"Dilip Kumar, Nutan, Naseeruddin Shah, Jackie Shroff"
1877,tt0078204,Satyam Shivam Sundaram: Love Sublime,1978,"Drama, Musical, Romance",,Raj Kapoor,"Shashi Kapoor, Zeenat Aman, Kanhaiyalal Chaturvedi, A.K. Hangal"
1878,tt0097045,Chandni,1989,"Drama, Musical, Romance",,Yash Chopra,"Sridevi, Rishi Kapoor, Vinod Khanna, Waheeda Rehman"
1879,tt13097434,Colour Photo,2020,Drama,,Sandeep Raj,"Suhas, Chandini Chowdary, Sunil, Harsha Chemudu"
1880,tt5978194,Bhouri,2016,Drama,,"Jasbir Bhaati, Jasbir R Bhati","Raghubir Yadav, Masha Pour, Kunika Sadanand, Vicky Ahuja"
1881,tt7609114,Yamla Pagla Deewana Phir Se...,2018,"Action, Comedy, Drama",,Navaniat Singh,"Dharmendra, Sunny Deol, Bobby Deol, Kriti Kharbanda"
1882,tt4467262,Katti Batti,2015,"Comedy, Drama, Romance",,Nikkhil Advani,"Imran Khan, Kangana Ranaut, Abhishek Saha, Suhaas Ahuja"
1883,tt14188316,Chidiakhana,2023,"Drama, Sport",,Manish Tiwary,"Ritvik Sahore, Avneet Kaur, Rajeshwari Sachdev, Prashant Narayanan"
1884,tt13261780,Hari Singh Nalwa - Champion of the Khalsa Ji,2022,Biography,,Manish Tiwary,"Ritvik Sahore, Avneet Kaur, Rajeshwari Sachdev, Prashant Narayanan"
1885,tt0857381,I See You,2006,"Comedy, Drama, Fantasy",,Vivek b Agrawal,"Arjun Rampal, Vipasha Agarwal, Chunky Pandey, Boman Irani"
1886,tt0089599,Mirch Masala,1986,"Drama, Thriller",,Ketan Mehta,"Smita Patil, Naseeruddin Shah, Om Puri, Ratna Pathak Shah"
1887,tt0403200,Khilona,1996,"Drama, Romance",,Deepak Pawar,"Aditya Pancholi, Shakti Kapoor, Mohan Joshi, Monica Bedi"
1888,tt0205968,Gharwali Baharwali,1998,Comedy,,David Dhawan,"Anil Kapoor, Raveena Tandon, Rambha, Satish Kaushik"
1889,tt5637188,Saat Uchakkey,2016,Comedy,,Sanjeev Sharma,"Manoj Bajpayee, Vijay Raaz, Aditi Sharma, Annu Kapoor"
1890,tt0069711,Anamika,1973,"Mystery, Romance, Musical",,Raghunath Jhalani,"Sanjeev Kumar, Jaya Bachchan, Iftekhar, Govardhan Asrani"
1891,tt27440937,Weapon,,"Action, Sci-Fi, Thriller",,Guhan Senniappan,"Vasanth Ravi, Shiyas Kareem, Sathyaraj, Tanya Hope"
1892,tt14922300,Collar Bomb,2021,"Action, Thriller",,Dnyanesh Zoting,"Jimmy Shergill, Sparsh Srivastav, Rajshri Deshpande, Asha Negi"
1893,tt0154565,Haqeeqat,1964,"Action, Musical, War",,Chetan Anand,"Balraj Sahni, Dharmendra, Vijay Anand, Indrani Mukherjee"
1894,tt0072064,Rajnigandha,1974,"Drama, Romance",,Basu Chatterjee,"Vidya Sinha, Amol Palekar, Dinesh Thakur, Rajeeta Kochhar"
1895,tt0248289,Party,1984,Drama,,Govind Nihalani,"Deepa Sahi, Ila Arun, Raju Barot, Mohan Bhandari"
1896,tt0291883,Ek Ladka Ek Ladki,1992,"Comedy, Romance",,Vijay Sadanah,"Salman Khan, Neelam Kothari, Anupam Kher, Govardhan Asrani"
1897,tt0433425,Parzania,2005,"Drama, History",,Rahul Dholakia,"Naseeruddin Shah, Corin Nemec, Sarika Thakur, Parzaan Dastur"
1898,tt6275262,Vodka Diaries,2018,"Mystery, Thriller",,Kushal Srivastava,"Kay Kay Menon, Raima Sen, Mandira Bedi, Sharib Hashmi"
1899,tt0359830,Phool Khile Hain Gulshan Gulshan,1978,"Drama, Family",,Sikandar Khanna,"Rishi Kapoor, Moushumi Chatterjee, Ashok Kumar, Amjad Khan"
1900,tt0187279,Meri Biwi Ka Jawab Nahin,2004,"Action, Comedy, Romance",,"Pankaj Parashar, S.M. Iqbal","Akshay Kumar, Sridevi, Gulshan Grover, Laxmikant Berde"
1901,tt0989725,Undertrial,2007,"Crime, Drama",,Aziz Khan,"Rajpal Naurang Yadav, Kader Khan, Prem Chopra, Pratima Kazmi"
1902,tt0115484,Agni Sakshi,1996,"Drama, Musical, Romance",,Partho Ghosh,"Jackie Shroff, Nana Patekar, Manisha Koirala, Divya Dutta"
1903,tt0360051,Suryaa: An Awakening,1989,"Action, Drama",,Esmayeel Shroff,"Raaj Kumar, Vinod Khanna, Raj Babbar, Bhanupriya"
1904,tt0118525,...Aur Pyaar Ho Gaya,1997,"Comedy, Drama, Musical",,Rahul Rawail,"Bobby Deol, Aishwarya Rai Bachchan, Shammi Kapoor, Anupam Kher"
1905,tt4022278,Fever,2016,"Crime, Mystery",,Rajeev Jhaveri,"Rajeev Khandelwal, Gauahar Khan, Gemma Atkinson, Ankita Makwana"
1906,tt1664809,Rakhta Charitra,2010,"Action, Biography, Crime",,Ram Gopal Varma,"Vivek Oberoi, Shatrughan Sinha, Sudeep, Abhimanyu Singh"
1907,tt6080746,Raag Desh,2017,"Action, Drama, History",,Tigmanshu Dhulia,"Kunal Kapoor, Amit Sadh, Mohit Marwah, Kenneth Desai"
1908,tt0408126,Pudhiya Geethai,2003,"Action, Drama, Romance",,Jagan,"Joseph Vijay, Meera Jasmine, Ameesha Patel, Kalabhavan Mani"
1909,tt2423132,Akaash Vani,2013,"Drama, Romance",,Luv Ranjan,"Kartik Aaryan, Nushrratt Bharuccha, Sunny Singh, Gautam Mehra"
1910,tt0364466,Kundan,1993,"Action, Drama",,K.C. Bokadia,"Dharmendra, Jaya Prada, Amrish Puri, Farha Naaz"
1911,tt0103709,Apradhi,1992,"Action, Crime, Drama",,K. Ravi Shankar,"Vikas Anand, Aparajita, Arun Bakshi, Rajni Bala"
1912,tt11163028,House Arrest,2019,Comedy,,"Samit Basu, Shashanka Ghosh","Ali Fazal, Shriya Pilgaonkar, Jim Sarbh, Barkha Singh"
1913,tt0073034,Garm Hava,1974,Drama,,M.S. Sathyu,"Balraj Sahni, A.K. Hangal, Geeta Kak, Jamal Hashmi"
1914,tt0064915,Saat Hindustani,1969,"Action, Adventure, Drama",,Khwaja Ahmad Abbas,"Utpal Dutt, Jalal Agha, Anwar Ali, Madhu"
1915,tt2321163,ABCD (Any Body Can Dance),2013,"Drama, Music",,Remo D'Souza,"Prabhu Deva, Ganesh Acharya, Kay Kay Menon, Lauren Gottlieb"
1916,tt5005684,Nil Battey Sannata,2015,"Drama, Family",,Ashwiny Iyer Tiwari,"Swara Bhasker, Riya Shukla, Ratna Pathak Shah, Pankaj Tripathi"
1917,tt28476186,Badmaash Babes,2023,Drama,,Ajay V.,"Bhumika Gurung, Pratibha Phogat, Chandni Srivastava"
1918,tt13178692,376 D,2020,"Crime, Thriller",,"Gunveen Kaur, Robin Sikarwar","Vivek Kumar, Deeksha Joshi, Sumit Singh Sikarwar, Priyanka Sharma"
1919,tt0105394,Shola Aur Shabnam,1992,"Action, Comedy, Drama",,David Dhawan,"Govinda, Divya Bharti, Gulshan Grover, Alok Nath"
1920,tt0443594,Naina,2005,"Drama, Horror, Mystery",,Shripal Morakhia,"Urmila Matondkar, Anuj Sawhney, Malavika Nair, Amardeep Jha"
1921,tt0309926,Noorie,1979,"Drama, Family, Romance",,Manmohan Krishna,"Farooq Shaikh, Poonam Dhillon, Madan Puri, Iftekhar"
1922,tt3059106,Satya 2,2013,"Action, Crime, Drama",,Ram Gopal Varma,"Puneet Singh Ratn, Sharwanand, Anaika Soti, Mahesh Thakur"
1923,tt0329354,Marigold,2007,"Comedy, Music, Romance",,Willard Carroll,"Salman Khan, Ali Larter, Nandana Sen, Ian Bohen"
1924,tt5056470,Teraa Surroor,2016,"Action, Drama, Romance",,Shawn Arranha,"Himesh Reshammiya, Farah Karimaee, Naseeruddin Shah, Shekhar Kapur"
1925,tt6649234,Be Happy,, ,,Remo D'Souza,"Abhishek Bachchan, Nora Fatehi"
1926,tt0392883,Valley of Flowers,2006,"Adventure, Drama, Fantasy",,Pan Nalin,"Milind Soman, Mylène Jampanoï, Naseeruddin Shah, Jampa Kalsang Tamang"
1927,tt0382385,Zameen,2003,"Action, Adventure, Thriller",,Rohit Shetty,"Ajay Devgn, Abhishek Bachchan, Bipasha Basu, Mukesh Tiwari"
1928,tt11024972,Odd Couple,2019,Drama,,Prashant Johari,"Pradeep Singh Adhikari, Sumit Gulati, Suchitra Krishnamoorthi, Manoj Pahwa"
1929,tt0404797,Ayee Milan Ki Raat,1991,Romance,,K. Pappu,"Avinash Wadhawan, Shaheen, Anupam Kher, Kulbhushan Kharbanda"
1930,tt0298327,Fakira,1976,"Action, Drama, Thriller",,C.P. Dixit,"Shashi Kapoor, Shabana Azmi, Govardhan Asrani, Aruna Irani"
1931,tt4716304,SOS: Secrets of Sex,2013,Drama,,Kumaar Aadarsh,"Kumaar Aadarsh, Gagan Guru, Harman Preet Kaur, Ritesh Raghuvanshi"
1932,tt6545212,Leera the Soulmate,2018,Sci-Fi,,Sumnash Sri Kaljai,"Rishabh Arora, Dank Rishu, Mehul Adwani, Emiway Bantai"
1933,tt0156014,Red Rose,1980,"Crime, Horror, Mystery",,Bharathiraja,"Rajesh Khanna, Poonam Dhillon, Aruna Irani, Om Shivpuri"
1934,tt0099651,Ghar Ho To Aisa,1990,Drama,,Kalpataru,"Anil Kapoor, Meenakshi Sheshadri, Raj Kiran, Deepti Naval"
1935,tt0381324,Khooni Mahal,1987,Horror,,Mohan Bhakri,"Raj Kiran, Shoma Anand, Javed Khan, Neelam Mehra"
1936,tt1753640,Crook: It's Good to Be Bad,2010,"Action, Crime, Drama",,Mohit Suri,"Emraan Hashmi, Neha Sharma, Arjan Bajwa, Mashhoor Amrohi"
1937,tt20259046,Pareshan,2023,Comedy,,Rupak Ronaldson,"Bunny Abiran, Raju Bedigela, Muralidhar Goud, Pavani Karanam"
1938,tt0451631,Apaharan,2005,"Action, Crime, Drama",,Prakash Jha,"Ajay Devgn, Nana Patekar, Bipasha Basu, Ayub Khan"
1939,tt26744173,InCar,2023,"Drama, Thriller",,Harsh Warrdhan,"Sandeep Goyat, Manish Jhanjholia, Gyan Prakash, Samsher Singh Sam"
1940,tt9766280,Bhangra Paa Le,2020,"Comedy, Drama, Music",,Sneha Taurani,"Sunny Kaushal, Rukshar Dhillon, Shriya Pilgaonkar, Parmeet Sethi"
1941,tt0135515,Krishna,1996,"Action, Drama, Romance",,"S. Deepak, Deepak S. Shivdasani","Suniel Shetty, Karisma Kapoor, Shakti Kapoor, Tinnu Anand"
1942,tt0439714,Mumbai Express,2005,"Action, Comedy",,"Singeetam Srinivasa Rao, Dinesh Shailendra","Kamal Haasan, Manisha Koirala, Pasupathy, Nassar"
1943,tt0078241,Shalimar,1978,"Action, Adventure, Crime",,Krishna Shah,"Dharmendra, Zeenat Aman, Rex Harrison, Sylvia Miles"
1944,tt1671446,Aadhi Bhagavan,2013,"Action, Crime, Thriller",,Ameer Sultan,"Jayam Ravi, Nitu Chandra, Sudha Chandran, Saiju Kurup"
1945,tt0312883,Kya Yehi Pyaar Hai,2002,"Drama, Romance",,K. Muralimohana Rao,"Jackie Shroff, Aftab Shivdasani, Ameesha Patel, Anupama Verma"
1946,tt11730922,Friendship,2021,"Action, Crime, Drama",,"ShamSurya JohnPaulRaj, Jpr, John Paul Raj, Sham Surya","Harbhajan Singh, Arjun Sarja, Losliya Mariyanesan, Sathish"
1947,tt1742307,Dunno Y Na Jaane Kyun...,2010,"Drama, Romance",,Sanjay Sharma,"Zeenat Aman, Kabir Bedi, Hazel Croney, Helen"
1948,tt0274944,Teen Devian,1965,"Musical, Romance",,Amarjeet,"Dev Anand, Nanda Karnataki, Simi Garewal, I.S. Johar"
1949,tt6514218,Noblemen,2018,Drama,,Vandana Kataria,"Kunal Kapoor, Ali Haji, Mohammed Ali Mir, Ivan Rodrigues"
1950,tt0103689,Angaar,1992,"Action, Crime, Drama",,Shashilal K. Nair,"Jackie Shroff, Dimple Kapadia, Nana Patekar, Om Puri"
1951,tt2404519,3G: A Killer Connection,2013,"Horror, Mystery, Sci-Fi",,"Shiirshak S. Anand, Shantanu Ray Chhibber","Neil Nitin Mukesh, Sonal Chauhan, Mrinalini Sharma, Asheesh Kapur"
1952,tt0445022,Jurm,2005,"Crime, Drama, Mystery",,Vikram Bhatt,"Kamal Adib, Bobby Deol, Lara Dutta, Milind Gunaji"
1953,tt0443331,Milenge Milenge,2010,"Drama, Romance",,Satish Kaushik,"Kareena Kapoor, Shahid Kapoor, Aarti Chhabria, Delnaaz Irani"
1954,tt23790740,Sri,2023,"Biography, Drama",,Tushar Hiranandani,"Alaya F, Jyotika, Sharad Kelkar, Deepak Mahato"
1955,tt0136153,English Babu Desi Mem,1996,"Comedy, Drama, Musical",,Praveen Nischol,"Shah Rukh Khan, Sonali Bendre, Rajeshwari, Saeed Jaffrey"
1956,tt20251896,Kahani Rubberband Ki,2022,"Comedy, Drama, Family",,Sarika Sanjot,"Manish Raisinghan, Avika Gor, Pratik Gandhi, Gaurav Gera"
1957,tt0301215,Doosara Aadmi,1977,"Drama, Family, Romance",,Ramesh Talwar,"Shashi Kapoor, Rishi Kapoor, Neetu Singh, Rakhee Gulzar"
1958,tt1179782,Mithya,2008,"Comedy, Crime, Thriller",,Rajat Kapoor,"Ranvir Shorey, Neha Dhupia, Naseeruddin Shah, Saurabh Shukla"
1959,tt0287111,Wajood,1998,"Action, Crime, Drama",,N. Chandra,"Nana Patekar, Madhuri Dixit, Mukul Dev, Ramya Krishnan"
1960,tt0058921,Arzoo,1965,"Drama, Musical, Romance",,Ramanand Sagar,"Rajendra Kumar Tuli, Sadhana Shivdasani, Feroz Khan, Nazima"
1961,tt0305173,Aamdani Atthanni Kharcha Rupaiya,2001,"Comedy, Drama, Family",,"K. Raghavendra Rao, A.S. Ravindra Babu","Govinda, Juhi Chawla, Tabu, Chandrachur Singh"
1962,tt0376620,Ghar Parivaar,1991,Drama,,Mohanji Prasad,"Rajesh Khanna, Rishi Kapoor, Raj Kiran, Moushumi Chatterjee"
1963,tt0364303,Dev,2004,Drama,,Govind Nihalani,"Amitabh Bachchan, Om Puri, Fardeen Khan, Kareena Kapoor"
1964,tt0089413,Khamosh,1986,"Mystery, Thriller",,Vidhu Vinod Chopra,"Shabana Azmi, Amol Palekar, Naseeruddin Shah, Soni Razdan"
1965,tt0488381,Corporate,2006,Drama,,Madhur Bhandarkar,"Bipasha Basu, Kay Kay Menon, Raj Babbar, Rajat Kapoor"
